ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Caff,Choc,Coke,Ecstasy,Heroin,LSD,Mushrooms,Nicotine,Benzos
535,18-24,F,University degree,Bangladesh,Ntribe,1.37297,0.80523,-0.97631,0.94156,-0.65253,0.52975,0.07987,CL6,CL5,CL5,CL3,CL3,CL0,CL0,CL0,CL3,CL0
536,45-54,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.73545,-0.30033,-1.27553,0.76096,-0.89891,-1.37983,-1.54858,CL0,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0
537,35-44,F,University degree,Bangladesh,Ntribe,1.13281,-0.30033,-0.01928,0.59042,0.58489,0.19268,0.40148,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL0
538,45-54,M,Masters degree,Bangladesh,Ntribe,-1.32828,1.2861,-0.17779,0.59042,1.81175,-2.55524,-1.18084,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1
539,45-54,F,University degree,Bangladesh,Ntribe,-1.05308,0.32197,-0.17779,-0.91699,0.12331,-1.37983,-1.54858,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL2
540,45-54,F,University degree,Bangladesh,Ntribe,0.22393,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
541,35-44,M,Left school at 17 years,Bangladesh,Ntribe,0.73545,0.80523,0.88309,-1.21213,-1.0145,0.19268,1.2247,CL6,CL6,CL5,CL2,CL2,CL1,CL1,CL1,CL6,CL5
542,25-34,F,University degree,Bangladesh,Ntribe,0.82562,0.63779,-0.97631,-0.76096,0.25953,-0.21712,-0.21575,CL6,CL5,CL5,CL2,CL2,CL0,CL0,CL0,CL5,CL0
543,18-24,F,Left school at 16 years,Bangladesh,Ntribe,1.23461,-0.57545,-0.71727,-0.76096,-1.0145,1.29221,-0.21575,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0
544,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,1.60383,0.16767,-0.45174,0.59042,-0.78155,-0.71126,-0.21575,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL2
545,45-54,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.92104,-0.43999,0.88309,3.15735,-0.00665,-1.37983,-1.18084,CL2,CL6,CL6,CL2,CL0,CL0,CL1,CL0,CL6,CL2
546,25-34,F,Masters degree,Bangladesh,Ntribe,-1.86962,-0.69509,-0.97631,-0.45321,2.04506,-1.37983,-0.84637,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
547,18-24,M,University degree,Bangladesh,Ntribe,1.23461,-0.43999,0.14143,0.13136,-1.78169,0.52975,-1.18084,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
548,25-34,F,Masters degree,Bangladesh,Ntribe,-1.1943,1.11406,0.14143,-0.60633,-0.14277,-0.21712,-0.84637,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0
549,18-24,F,University degree,Bangladesh,Ntribe,-0.14882,-0.43999,-1.42424,0.76096,1.30612,-1.37983,-0.52593,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
550,35-44,F,Masters degree,Bangladesh,Ntribe,-0.79151,1.2861,0.14143,-1.07533,1.13407,-0.21712,1.2247,CL4,CL6,CL5,CL3,CL3,CL0,CL3,CL3,CL3,CL0
551,18-24,F,Masters degree,Bangladesh,Ntribe,1.72012,-1.50796,-0.17779,0.76096,0.25953,-0.21712,-1.18084,CL2,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
552,25-34,F,Masters degree,Bangladesh,Ntribe,1.02119,-1.92173,-0.45174,-0.01729,0.41594,-0.71126,-2.07848,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
553,25-34,F,Doctorate degree,Bangladesh,Ntribe,0.62967,0.47617,-0.45174,-0.01729,1.30612,0.52975,0.07987,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
554,45-54,F,Masters degree,Bangladesh,Ntribe,0.22393,-0.94779,-1.11902,-0.01729,0.93949,-0.71126,-1.18084,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
555,18-24,F,University degree,Bangladesh,Ntribe,-0.14882,-0.30033,0.29338,-0.15487,0.25953,-1.37983,-0.52593,CL6,CL6,CL4,CL0,CL3,CL0,CL0,CL2,CL2,CL0
556,25-34,F,University degree,Bangladesh,Ntribe,-1.69163,0.96248,-0.17779,1.45039,1.30612,-0.71126,-0.21575,CL4,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
557,18-24,F,University degree,Bangladesh,Ntribe,-0.46725,-0.15487,-0.58331,0.94156,-0.14277,1.29221,1.2247,CL5,CL6,CL3,CL2,CL0,CL0,CL0,CL0,CL2,CL0
558,45-54,F,University degree,Bangladesh,Ntribe,-0.79151,0.00332,0.44585,0.28783,1.13407,0.19268,-0.52593,CL6,CL6,CL6,CL1,CL0,CL0,CL1,CL0,CL6,CL0
559,18-24,F,University degree,Bangladesh,Ntribe,1.02119,0.16767,-0.71727,0.28783,0.41594,-0.71126,-0.52593,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0
560,35-44,F,University degree,Bangladesh,Ntribe,0.62967,0.63779,0.44585,-1.07533,0.7583,-0.21712,-0.21575,CL5,CL6,CL6,CL2,CL2,CL0,CL0,CL0,CL3,CL3
561,35-44,F,Masters degree,Bangladesh,Ntribe,2.61139,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.84637,CL6,CL6,CL6,CL0,CL0,CL0,CL1,CL1,CL6,CL1
562,25-34,F,Masters degree,Bangladesh,Ntribe,0.82562,0.32197,-0.58331,-1.772,-0.27607,0.19268,0.07987,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL2
563,45-54,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.84637,CL2,CL6,CL5,CL1,CL0,CL0,CL0,CL1,CL6,CL0
564,45-54,F,Masters degree,Bangladesh,Ntribe,0.31287,-0.80615,0.14143,0.59042,-0.78155,-0.71126,-0.84637,CL5,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1
565,18-24,F,University degree,Bangladesh,Ntribe,0.91093,1.11406,-0.97631,0.94156,0.58489,-1.37983,-1.18084,CL5,CL5,CL6,CL0,CL2,CL0,CL0,CL0,CL6,CL2
566,18-24,M,University degree,Bangladesh,Ntribe,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,CL6,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL6,CL0
567,35-44,M,Masters degree,Bangladesh,Ntribe,1.02119,-0.80615,-0.17779,-0.30172,-0.00665,-0.21712,-0.21575,CL1,CL1,CL5,CL0,CL0,CL0,CL0,CL1,CL1,CL0
568,35-44,F,Doctorate degree,Bangladesh,Ntribe,-0.34799,0.80523,-0.17779,-0.91699,2.63199,-0.71126,-0.52593,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0
569,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.22393,1.11406,-1.11902,-1.772,-0.40581,0.52975,0.7654,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
570,18-24,F,Masters degree,Bangladesh,Ntribe,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
571,35-44,M,Professional certificate/ diploma,Bangladesh,Ntribe,1.23461,-1.23177,-1.68062,-1.07533,-0.65253,1.86203,0.07987,CL6,CL6,CL6,CL1,CL1,CL0,CL1,CL0,CL6,CL1
572,55-64,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.92104,0.96248,0.44585,-0.60633,-0.40581,0.52975,-0.21575,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL2
573,35-44,F,University degree,Bangladesh,Ntribe,2.127,-1.50796,-1.82919,0.59042,-1.78169,-0.71126,-1.54858,CL6,CL5,CL6,CL1,CL1,CL0,CL1,CL0,CL2,CL0
574,35-44,M,Left school at 16 years,Bangladesh,Ntribe,-1.86962,0.80523,-1.55521,-0.45321,1.13407,-0.21712,0.07987,CL5,CL3,CL5,CL0,CL0,CL0,CL0,CL2,CL6,CL0
575,25-34,F,Masters degree,Bangladesh,Ntribe,0.82562,0.32197,0.14143,0.59042,0.93949,-0.71126,-0.52593,CL4,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
576,25-34,F,University degree,Bangladesh,Ntribe,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0
577,45-54,F,Masters degree,Bangladesh,Ntribe,1.02119,-0.15487,0.29338,1.11406,1.46191,-1.37983,-1.54858,CL6,CL4,CL6,CL0,CL0,CL0,CL1,CL1,CL1,CL2
578,18-24,F,Masters degree,Bangladesh,Ntribe,-0.14882,0.80523,0.58331,0.13136,0.7583,-0.21712,-0.21575,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
579,35-44,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-1.1943,0.00332,-1.11902,-0.01729,-1.92173,1.86203,-0.21575,CL6,CL6,CL6,CL2,CL1,CL0,CL1,CL1,CL2,CL1
580,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.92104,1.58487,0.44585,-0.30172,-0.65253,0.88113,0.7654,CL6,CL6,CL6,CL0,CL5,CL0,CL0,CL2,CL6,CL0
581,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.31287,1.2861,1.65653,-0.30172,0.93949,0.52975,0.07987,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
582,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.62967,0.00332,-0.58331,0.43852,-0.40581,-0.21712,1.2247,CL5,CL6,CL6,CL0,CL3,CL0,CL0,CL0,CL3,CL3
583,25-34,M,University degree,Bangladesh,Ntribe,-0.24649,0.16767,-0.31776,-1.21213,0.7583,1.29221,0.40148,CL2,CL3,CL6,CL0,CL0,CL0,CL0,CL1,CL1,CL0
584,18-24,M,Professional certificate/ diploma,Bangladesh,Ntribe,0.73545,-0.57545,1.24033,-1.07533,-0.27607,0.52975,0.40148,CL2,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0
585,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.31287,0.32197,-0.31776,0.76096,-1.78169,0.19268,0.7654,CL5,CL6,CL6,CL0,CL0,CL0,CL3,CL3,CL6,CL4
586,25-34,F,Left school at 16 years,Bangladesh,Ntribe,-0.46725,1.58487,0.44585,0.94156,0.12331,-0.21712,0.07987,CL5,CL6,CL6,CL1,CL1,CL0,CL0,CL1,CL6,CL3
587,55-64,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-1.32828,-0.15487,0.29338,-0.91699,0.41594,0.52975,0.07987,CL2,CL6,CL6,CL1,CL1,CL0,CL1,CL0,CL0,CL1
588,35-44,M,Left school before 16 years,Bangladesh,Ntribe,-0.58016,0.00332,-0.58331,-0.60633,0.58489,-0.21712,0.40148,CL3,CL6,CL5,CL2,CL2,CL1,CL1,CL0,CL6,CL1
589,35-44,F,University degree,Bangladesh,Ntribe,0.41667,-0.43999,-0.31776,-1.6209,1.63088,-0.21712,-0.84637,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL1
590,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,-2.75696,0.96248,0.14143,0.43852,2.04506,-0.71126,-0.21575,CL5,CL6,CL6,CL2,CL2,CL0,CL0,CL0,CL6,CL0
591,25-34,M,Professional certificate/ diploma,Bangladesh,Ntribe,-0.05188,0.96248,-0.01928,0.59042,0.58489,0.19268,0.7654,CL5,CL6,CL5,CL3,CL0,CL0,CL0,CL2,CL6,CL0
592,35-44,M,Left school at 16 years,Bangladesh,Ntribe,-0.34799,-0.57545,-0.58331,-1.21213,-0.65253,1.29221,0.7654,CL5,CL6,CL5,CL2,CL3,CL0,CL2,CL3,CL0,CL4
593,45-54,M,Professional certificate/ diploma,Bangladesh,Ntribe,0.31287,0.16767,-0.45174,-1.34289,0.41594,-0.21712,0.7654,CL6,CL6,CL4,CL1,CL0,CL0,CL1,CL1,CL1,CL2
594,18-24,M,Left school at 16 years,Bangladesh,Ntribe,-1.43907,0.80523,0.7233,0.94156,0.93949,0.52975,1.2247,CL5,CL5,CL5,CL3,CL4,CL0,CL0,CL0,CL6,CL0
595,55-64,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.34799,-0.43999,-0.31776,-0.76096,0.58489,0.88113,1.2247,CL1,CL6,CL5,CL1,CL0,CL0,CL1,CL1,CL1,CL2
596,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.04257,0.16767,-0.58331,0.43852,0.25953,-0.21712,-0.52593,CL5,CL6,CL6,CL1,CL0,CL0,CL1,CL2,CL3,CL2
597,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.52135,-0.15487,0.29338,-0.01729,-0.89891,0.52975,0.40148,CL4,CL5,CL6,CL0,CL0,CL0,CL0,CL3,CL6,CL0
598,45-54,F,Masters degree,Bangladesh,Ntribe,0.73545,-0.57545,-0.58331,1.81866,0.12331,-0.71126,-1.18084,CL6,CL6,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0
599,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.02119,1.11406,0.7233,0.13136,-1.0145,1.86203,1.2247,CL4,CL6,CL5,CL4,CL4,CL0,CL0,CL4,CL6,CL0
600,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.52135,-1.6334,-1.11902,-2.07848,0.58489,0.52975,1.2247,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0
601,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.98437,-0.94779,0.7233,-0.60633,-1.0145,0.52975,0.7654,CL6,CL6,CL3,CL0,CL2,CL0,CL3,CL4,CL6,CL2
602,25-34,M,University degree,Bangladesh,Ntribe,-0.67825,-0.80615,-0.45174,-1.47955,0.12331,-0.71126,-0.21575,CL5,CL6,CL5,CL2,CL2,CL0,CL3,CL3,CL5,CL2
603,35-44,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.41667,0.32197,0.29338,0.94156,0.41594,-0.71126,-0.52593,CL5,CL6,CL4,CL1,CL0,CL0,CL0,CL1,CL5,CL5
604,55-64,F,Masters degree,Bangladesh,Ntribe,-2.52197,1.11406,1.88511,1.2861,-1.0145,-0.71126,-0.52593,CL5,CL6,CL6,CL1,CL0,CL1,CL1,CL1,CL0,CL2
605,18-24,M,University degree,Bangladesh,Ntribe,-0.46725,0.00332,-1.11902,1.45039,-0.78155,-0.21712,1.2247,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0
606,45-54,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.05188,0.00332,0.88309,2.03972,-0.14277,-0.71126,0.07987,CL2,CL6,CL3,CL1,CL0,CL1,CL1,CL1,CL6,CL0
607,25-34,M,University degree,Bangladesh,Ntribe,-1.69163,1.2861,1.24033,0.13136,1.13407,0.52975,1.92173,CL6,CL6,CL6,CL6,CL4,CL2,CL2,CL3,CL1,CL4
608,55-64,F,Professional certificate/ diploma,Bangladesh,Ntribe,1.23461,-0.80615,-1.42424,1.11406,-1.5184,1.86203,-0.21575,CL4,CL5,CL4,CL3,CL0,CL0,CL1,CL4,CL1,CL1
609,25-34,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.92104,0.96248,0.88309,0.13136,-0.65253,0.19268,1.92173,CL6,CL6,CL6,CL2,CL3,CL0,CL1,CL0,CL6,CL0
610,25-34,M,University degree,Bangladesh,Ntribe,-0.67825,0.32197,-0.58331,1.2861,0.58489,0.52975,1.2247,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL2,CL6,CL0
611,35-44,M,University degree,Bangladesh,Ntribe,-1.1943,0.16767,-0.17779,-0.30172,-0.40581,-0.21712,-0.52593,CL1,CL6,CL6,CL1,CL4,CL0,CL1,CL2,CL1,CL1
612,25-34,F,Masters degree,Bangladesh,Ntribe,1.98437,-0.30033,-0.31776,-1.6209,-0.65253,0.19268,0.07987,CL6,CL5,CL6,CL3,CL2,CL0,CL0,CL2,CL6,CL5
613,25-34,F,Left school before 16 years,Bangladesh,Ntribe,-0.24649,0.63779,-0.71727,-0.91699,0.25953,1.29221,-0.21575,CL3,CL6,CL4,CL3,CL3,CL3,CL3,CL2,CL6,CL3
614,35-44,F,Masters degree,Bangladesh,Ntribe,0.13606,-0.15487,-0.45174,0.76096,-0.27607,0.88113,1.2247,CL6,CL6,CL2,CL0,CL1,CL0,CL1,CL0,CL6,CL1
615,45-54,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.02119,0.16767,-0.17779,-0.60633,-1.0145,1.29221,1.2247,CL2,CL6,CL6,CL2,CL0,CL0,CL1,CL4,CL4,CL6
616,45-54,M,Professional certificate/ diploma,Bangladesh,Ntribe,-0.92104,1.2861,-0.31776,-0.60633,0.7583,-0.71126,0.07987,CL3,CL6,CL5,CL0,CL0,CL1,CL2,CL2,CL6,CL3
617,25-34,F,University degree,Bangladesh,Ntribe,-0.05188,1.11406,0.88309,0.13136,-0.00665,0.52975,0.07987,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
618,55-64,M,Masters degree,Bangladesh,Ntribe,-0.67825,-0.94779,0.7233,-0.91699,0.58489,-1.37983,-0.84637,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
619,18-24,M,Left school at 18 years,Bangladesh,Ntribe,0.52135,-1.37639,-0.45174,1.45039,-1.78169,1.29221,0.40148,CL5,CL6,CL6,CL0,CL4,CL0,CL0,CL0,CL6,CL0
620,35-44,M,Masters degree,Bangladesh,Ntribe,-0.92104,0.63779,-0.17779,-1.34289,0.25953,0.88113,0.40148,CL5,CL6,CL6,CL0,CL0,CL0,CL1,CL1,CL1,CL0
621,35-44,F,Masters degree,Bangladesh,Ntribe,-0.14882,0.47617,-0.31776,0.28783,1.63088,-0.71126,-1.54858,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0
622,45-54,F,Masters degree,Bangladesh,Ntribe,-0.34799,0.00332,-0.45174,-0.30172,-1.38502,1.86203,-0.52593,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL1,CL2,CL0
623,35-44,F,Doctorate degree,Bangladesh,Ntribe,0.04257,0.00332,-1.27553,-0.01729,0.25953,-1.37983,-0.21575,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL1,CL1,CL1
624,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.34799,-0.57545,-0.58331,-0.91699,0.25953,-0.71126,-1.54858,CL6,CL6,CL6,CL2,CL2,CL0,CL2,CL2,CL2,CL0
625,35-44,M,University degree,Bangladesh,Ntribe,-0.05188,-0.43999,-0.84732,-0.45321,0.41594,-0.21712,-0.21575,CL6,CL6,CL5,CL0,CL0,CL0,CL1,CL1,CL2,CL0
626,35-44,M,Doctorate degree,Bangladesh,Ntribe,-1.69163,-0.94779,-1.55521,1.81866,0.58489,-2.55524,-0.84637,CL5,CL5,CL6,CL3,CL4,CL0,CL0,CL2,CL5,CL2
627,25-34,F,Doctorate degree,Bangladesh,Ntribe,1.23461,-1.09207,-1.27553,1.61108,0.25953,-1.37983,-1.54858,CL5,CL6,CL5,CL3,CL0,CL0,CL0,CL0,CL6,CL0
628,45-54,F,Doctorate degree,Bangladesh,Ntribe,-0.46725,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL1
629,35-44,F,Doctorate degree,Bangladesh,Ntribe,0.52135,-0.30033,1.65653,0.28783,1.13407,-1.37983,-2.07848,CL6,CL6,CL6,CL1,CL1,CL0,CL0,CL1,CL5,CL0
630,18-24,F,University degree,Bangladesh,Ntribe,0.41667,-0.15487,-0.31776,2.23427,1.13407,-1.37983,-0.52593,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
631,18-24,F,University degree,Bangladesh,Ntribe,1.23461,-0.43999,-1.27553,-0.91699,0.7583,-1.37983,-2.07848,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
632,25-34,F,Masters degree,Bangladesh,Ntribe,-0.67825,1.74091,0.44585,0.13136,0.25953,-0.71126,0.07987,CL5,CL6,CL5,CL3,CL2,CL0,CL0,CL2,CL5,CL2
633,35-44,F,Doctorate degree,Bangladesh,Ntribe,1.23461,0.16767,-0.01928,-1.07533,-0.65253,-0.21712,1.2247,CL6,CL6,CL5,CL5,CL5,CL1,CL2,CL2,CL6,CL6
634,35-44,M,University degree,Bangladesh,Ntribe,-0.79151,-0.30033,-0.17779,1.11406,-0.52745,-0.71126,0.07987,CL5,CL6,CL6,CL2,CL2,CL0,CL1,CL2,CL1,CL2
635,45-54,F,University degree,Bangladesh,Ntribe,-0.67825,0.32197,-0.45174,0.43852,-0.00665,0.19268,-0.21575,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
636,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.34799,0.16767,-0.97631,0.76096,0.41594,-1.37983,-1.18084,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0
637,18-24,F,University degree,Bangladesh,Ntribe,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
638,25-34,M,Left school at 16 years,Bangladesh,Ntribe,-0.24649,1.74091,0.88309,1.2861,0.41594,0.52975,1.92173,CL5,CL6,CL6,CL4,CL3,CL0,CL2,CL2,CL6,CL3
639,45-54,M,University degree,Bangladesh,Ntribe,-0.14882,-0.69509,0.44585,0.13136,-0.14277,-0.21712,-0.52593,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
640,35-44,M,Masters degree,Bangladesh,Ntribe,-0.67825,0.96248,0.88309,2.23427,1.81175,-0.21712,0.40148,CL5,CL4,CL6,CL0,CL1,CL0,CL0,CL1,CL1,CL0
641,25-34,F,Masters degree,Bangladesh,Ntribe,-1.05308,0.63779,-0.31776,1.2861,1.30612,-0.71126,0.40148,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0
642,25-34,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.22393,-0.30033,-1.68062,0.59042,-0.65253,-0.21712,0.07987,CL5,CL5,CL6,CL5,CL3,CL0,CL0,CL0,CL3,CL0
643,45-54,M,University degree,Bangladesh,Ntribe,0.04257,-0.30033,-0.31776,-0.76096,-0.40581,1.29221,-0.52593,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
644,18-24,F,University degree,Bangladesh,Ntribe,-0.46725,-0.15487,-0.31776,-0.15487,0.7583,-0.21712,-0.52593,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
645,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-1.43907,1.45421,1.06238,-1.6209,0.93949,-0.71126,0.40148,CL6,CL6,CL6,CL4,CL4,CL0,CL0,CL3,CL6,CL3
646,35-44,F,Masters degree,Bangladesh,Ntribe,1.13281,0.16767,1.06238,2.03972,-1.0145,1.29221,1.92173,CL6,CL4,CL5,CL3,CL1,CL3,CL1,CL1,CL6,CL3
647,25-34,F,University degree,Bangladesh,Ntribe,-0.14882,0.80523,-1.27553,-0.01729,2.04506,0.19268,-1.18084,CL5,CL2,CL5,CL2,CL2,CL0,CL1,CL0,CL2,CL0
648,45-54,F,Masters degree,Bangladesh,Ntribe,-0.46725,2.127,2.44904,1.61108,0.12331,1.29221,0.40148,CL5,CL6,CL6,CL4,CL5,CL0,CL2,CL2,CL6,CL4
649,25-34,M,Masters degree,Bangladesh,Ntribe,0.62967,0.47617,0.44585,0.59042,-1.0145,0.19268,-1.18084,CL5,CL6,CL0,CL2,CL0,CL0,CL0,CL0,CL1,CL0
650,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.02119,1.2861,1.24033,-0.60633,-1.0145,0.19268,0.40148,CL5,CL6,CL6,CL3,CL3,CL0,CL5,CL4,CL6,CL4
651,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.67825,0.63779,-0.01928,0.13136,-0.00665,1.29221,0.40148,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL3,CL2,CL0
652,35-44,F,Left school at 16 years,Bangladesh,Ntribe,-0.34799,0.96248,-0.71727,0.43852,1.13407,-0.71126,-0.84637,CL5,CL6,CL6,CL0,CL0,CL0,CL1,CL0,CL2,CL0
653,25-34,M,Masters degree,Bangladesh,Ntribe,-0.46725,1.74091,-0.45174,-0.15487,-1.0145,0.52975,0.7654,CL5,CL6,CL5,CL0,CL3,CL0,CL3,CL3,CL6,CL2
654,45-54,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.23461,-0.57545,0.29338,-1.21213,-1.13788,1.29221,0.40148,CL4,CL6,CL5,CL2,CL0,CL0,CL2,CL5,CL6,CL0
655,45-54,M,Professional certificate/ diploma,Bangladesh,Ntribe,1.13281,-1.37639,1.43533,-0.45321,-1.38502,1.86203,1.92173,CL5,CL6,CL6,CL1,CL2,CL1,CL1,CL1,CL6,CL1
656,18-24,M,Masters degree,Bangladesh,Ntribe,0.62967,0.16767,0.44585,-0.30172,-0.52745,0.88113,0.07987,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0
657,25-34,M,Doctorate degree,Bangladesh,Ntribe,-0.79151,1.45421,1.88511,-0.91699,-0.40581,1.29221,0.40148,CL5,CL6,CL5,CL5,CL4,CL0,CL2,CL2,CL6,CL0
658,25-34,F,Masters degree,Bangladesh,Ntribe,-1.32828,0.47617,-0.01928,1.11406,0.12331,-1.37983,-1.54858,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
659,18-24,F,University degree,Bangladesh,Ntribe,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,-1.37983,-0.84637,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0
660,25-34,F,University degree,Bangladesh,Ntribe,0.04257,0.16767,0.29338,2.03972,1.81175,0.52975,-1.18084,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
661,25-34,F,Doctorate degree,Bangladesh,Ntribe,1.23461,-1.23177,-0.31776,-1.34289,-1.38502,-0.21712,-0.52593,CL6,CL6,CL4,CL0,CL0,CL0,CL1,CL0,CL6,CL3
662,18-24,M,University degree,Bangladesh,Ntribe,-0.34799,-0.43999,0.58331,0.28783,-0.52745,0.52975,0.7654,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL2,CL4,CL0
663,25-34,F,Doctorate degree,Bangladesh,Ntribe,1.13281,-0.43999,0.14143,0.28783,-0.27607,-0.71126,-0.21575,CL6,CL5,CL6,CL2,CL2,CL0,CL0,CL0,CL2,CL0
